"Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
29357,729050,29,NA,0.37,0.04,0.4,NA
29357,729051,30,NA,0.37,0.04,0.4,NA
29357,729052,40,NA,0.37,0.04,0.4,NA
29357,729053,50,NA,0.37,0.04,0.4,NA
29357,729054,51,NA,0.37,0.04,0.4,NA
29357,729055,60,NA,0.39,0.07,0.6,NA
29357,729056,70,NA,0.43,0.11,1,NA
29357,729057,75,NA,0.46,0.11,1.4,NA
29357,729058,86,NA,0.54,0.11,2.8,NA
29357,729059,99,NA,0.64,0.02,4.8,NA
29357,729060,100,NA,0.65,0.02,5,NA
29357,729061,119,NA,0.93,0.01,9.8,NA
29357,729062,125,NA,1.04,0.01,11.7,NA
29357,729063,137,NA,1.26,0.01,15.3,NA
29357,729064,150,NA,1.38,0.01,17.5,NA
29357,729065,168,NA,1.49,0.01,19.6,NA
29357,729066,197,NA,1.7,0.01,23.2,NA
29357,729067,200,NA,1.75,0.01,23.8,NA
29357,729068,228,NA,2.18,0,29.2,NA
29357,729069,250,NA,2.21,0,29.8,NA
29357,729070,268,NA,2.23,0,30.2,NA
29357,729071,300,NA,2.32,0,31.5,NA
29357,729072,319,NA,2.4,0,32.4,NA
29357,729073,379,NA,2.73,0,36.4,NA
29357,729074,400,NA,2.8,0,37.5,NA
29357,729075,438,NA,2.9,0,39.1,NA
29357,729076,500,NA,3.09,0,41.2,NA
29357,729077,516,NA,3.14,0,41.8,NA
29358,729078,0,NA,0.31,0,0.1,NA
29358,729079,2,NA,0.31,0,0.1,NA
29358,729080,10,NA,0.31,0,0.1,NA
29358,729081,16,NA,0.31,0,0.1,NA
29358,729082,20,NA,0.31,0,0.1,NA
29358,729083,30,NA,0.31,0,0.1,NA
29358,729084,31,NA,0.31,0,0.1,NA
29358,729085,45,NA,0.31,0,0.1,NA
29358,729086,50,NA,0.31,0,0.1,NA
29358,729087,55,NA,0.32,0,0.1,NA
29358,729088,66,NA,0.61,0.08,3.9,NA
29358,729089,75,NA,0.85,0.05,7.9,NA
29358,729090,76,NA,0.87,0.04,8.4,NA
29358,729091,85,NA,1.06,0.01,11.7,NA
29358,729092,96,NA,1.2,0.01,14.2,NA
29358,729093,100,NA,1.26,0.01,15.1,NA
29358,729094,110,NA,1.39,0.01,17.3,NA
29358,729095,125,NA,1.52,0.01,19.6,NA
29358,729096,126,NA,1.53,0.01,19.7,NA
29358,729097,145,NA,1.67,0.01,22.2,NA
29358,729098,150,NA,1.71,0.01,22.9,NA
29358,729099,171,NA,1.89,0,25.7,NA
29358,729100,200,NA,2.05,0,27.9,NA
29358,729101,228,NA,2.22,0,30.1,NA
29358,729102,250,NA,2.33,0,31.6,NA
29358,729103,268,NA,2.42,0,32.7,NA
29358,729104,300,NA,2.56,0,34.6,NA
29358,729105,319,NA,2.64,0,35.7,NA
29358,729106,377,NA,2.84,0,38.5,NA
29358,729107,400,NA,2.92,0,39.5,NA
29358,729108,437,NA,3.04,0,40.8,NA
29358,729109,500,NA,3.16,0,42.4,NA
29358,729110,518,NA,3.19,0,42.9,NA
29359,729111,0,0.96,0.36,0.01,0.2,NA
29359,729112,2,0.96,0.36,0.01,0.2,NA
29359,729113,2,NA,NA,NA,NA,NA
29359,729114,10,0.38,0.35,0.01,0.2,NA
29359,729115,20,0.13,0.34,0.01,0.2,NA
29359,729116,22,0.12,0.34,0.01,0.2,NA
29359,729117,30,0.05,0.34,0.01,0.2,NA
29359,729118,32,0.04,0.34,0.01,0.2,NA
29359,729119,44,0.01,0.34,0.01,0.2,NA
29359,729120,50,0.01,0.34,0.01,0.2,NA
29359,729121,52,NA,0.34,0.01,0.2,NA
29359,729122,60,0,0.34,0.01,0.2,NA
29359,729123,68,NA,0.56,0.14,3.3,NA
29359,729124,75,NA,0.63,0.08,4.6,NA
29359,729125,84,NA,0.78,0.05,7.1,NA
29359,729126,95,NA,0.83,0.01,8.2,NA
29359,729127,100,NA,0.89,0.01,9.2,NA
29359,729128,110,NA,NA,NA,NA,NA
29359,729129,125,NA,1.29,0,15.5,NA
29359,729130,145,NA,1.6,0,20.8,NA
29359,729131,150,NA,1.66,0,21.7,NA
29359,729132,170,NA,1.85,0,24.5,NA
29359,729133,200,NA,1.98,0,26.7,NA
29359,729134,202,NA,1.99,0,26.8,NA
29359,729135,228,NA,2.19,0,29.2,NA
29359,729136,250,NA,2.29,0,30.3,NA
29359,729137,265,NA,2.34,0,30.9,NA
29359,729138,300,NA,2.48,0,32.7,NA
29359,729139,316,NA,2.55,0,33.6,NA
29359,729140,378,NA,2.8,0,36.9,NA
29359,729141,400,NA,2.86,0,37.9,NA
29359,729142,436,NA,2.95,0,39.3,NA
29359,729143,500,NA,3.12,0,41.3,NA
29359,729144,516,NA,3.16,0,41.8,NA
29360,729145,0,NA,0.32,0,0,NA
29360,729146,1,NA,0.32,0,0,NA
29360,729147,10,NA,0.33,0,0.1,NA
29360,729148,16,NA,0.33,0,0.1,NA
29360,729149,20,NA,0.33,0,0.1,NA
29360,729150,30,NA,0.33,0.01,0.1,NA
29360,729151,46,NA,0.39,0.05,0.9,NA
29360,729152,50,NA,0.4,0.06,1,NA
29360,729153,55,NA,0.4,0.06,1,NA
29360,729154,65,NA,0.42,0.07,1.2,NA
29360,729155,74,NA,0.44,0.08,1.5,NA
29360,729156,75,NA,0.45,0.09,1.6,NA
29360,729157,84,NA,0.56,0.12,3.4,NA
29360,729158,95,NA,0.79,0.03,7.2,NA
29360,729159,100,NA,0.88,0.02,8.7,NA
29360,729160,109,NA,1.04,0.01,11.4,NA
29360,729161,124,NA,1.37,0.01,16.8,NA
29360,729162,125,NA,1.38,0.01,17,NA
29360,729163,144,NA,1.54,0.01,19.6,NA
29360,729164,150,NA,1.58,0.01,20.4,NA
29360,729165,169,NA,1.73,0,23,NA
29360,729166,200,NA,2.03,0,26.9,NA
29360,729167,229,NA,2.13,0,28.3,NA
29360,729168,250,NA,2.22,0,29.3,NA
29360,729169,268,NA,2.3,0,30.2,NA
29360,729170,300,NA,2.47,0,32.3,NA
29360,729171,316,NA,2.56,0,33.3,NA
29360,729172,377,NA,2.79,0,36.3,NA
29360,729173,400,NA,2.86,0,37.2,NA
29360,729174,434,NA,2.95,0,38.3,NA
29360,729175,500,NA,3.07,0,39.9,NA
29360,729176,522,NA,3.11,0,40.4,NA
29361,729177,0,NA,0.48,0.08,2.3,NA
29361,729178,1,NA,0.48,0.08,2.3,NA
29361,729179,10,NA,0.47,0.08,2.3,NA
29361,729180,20,NA,0.47,0.08,2.3,NA
29361,729181,30,NA,0.48,0.09,2.4,NA
29361,729182,40,NA,0.51,0.11,2.8,NA
29361,729183,50,NA,0.55,0.13,3.6,NA
29361,729184,51,NA,0.56,0.13,3.7,NA
29361,729185,61,NA,0.72,0.13,6.2,NA
29361,729186,70,NA,0.87,0.09,8.7,NA
29361,729187,75,NA,1.08,0.06,12.2,NA
29361,729188,83,NA,1.42,0.01,17.6,NA
29361,729189,98,NA,1.53,0.01,19.5,NA
29361,729190,100,NA,1.56,0.01,20,NA
29361,729191,119,NA,1.86,0.01,24.7,NA
29361,729192,125,NA,1.88,0.01,25,NA
29361,729193,137,NA,1.91,0,25.5,NA
29361,729194,150,NA,1.93,0,26,NA
29361,729195,169,NA,1.97,0,26.9,NA
29361,729196,199,NA,2.2,0,29.2,NA
29361,729197,200,NA,2.21,0,29.3,NA
29361,729198,228,NA,2.34,0,30.9,NA
29361,729199,250,NA,2.47,0,32.2,NA
29361,729200,269,NA,2.58,0,33.2,NA
29361,729201,300,NA,2.71,0,34.6,NA
29361,729202,320,NA,2.78,0,35.4,NA
29361,729203,379,NA,2.94,0.01,37.4,NA
29361,729204,400,NA,3,0.01,38.1,NA
29361,729205,438,NA,3.09,0,39.1,NA
29361,729206,500,NA,3.16,0,40,NA
29361,729207,518,NA,3.18,0,40.2,NA
29362,729208,0,NA,0.35,0.03,0.8,NA
29362,729209,2,NA,0.35,0.03,0.8,NA
29362,729210,10,NA,0.35,0.03,0.8,NA
29362,729211,11,NA,0.35,0.03,0.8,NA
29362,729212,20,NA,0.36,0.03,0.8,NA
29362,729213,30,NA,0.5,0.15,2.9,NA
29362,729214,31,NA,0.53,0.16,3.3,NA
29362,729215,40,NA,0.92,0.22,9.4,NA
29362,729216,49,NA,1.1,0.03,12.3,NA
29362,729217,50,NA,1.12,0.03,12.7,NA
29362,729218,60,NA,1.35,0.03,16.2,NA
29362,729219,70,NA,1.55,0.01,19.3,NA
29362,729220,75,NA,1.63,0.01,20.5,NA
29362,729221,85,NA,1.73,0.01,22.1,NA
29362,729222,100,NA,1.73,0.01,22.1,NA
29362,729223,120,NA,1.95,0.01,25.6,NA
29362,729224,125,NA,1.97,0.01,25.9,NA
29362,729225,141,NA,2.01,0.01,26.3,NA
29362,729226,150,NA,2.09,0.01,27.1,NA
29362,729227,168,NA,2.25,0.01,28.8,NA
29362,729228,198,NA,2.38,0.01,30.3,NA
29362,729229,200,NA,2.39,0.01,30.4,NA
29362,729230,230,NA,2.5,0.01,31.8,NA
29362,729231,250,NA,2.6,0.01,32.8,NA
29362,729232,268,NA,2.68,0.01,33.7,NA
29362,729233,300,NA,2.77,0.01,34.7,NA
29362,729234,318,NA,2.81,0.01,35.2,NA
29362,729235,378,NA,2.95,0.01,36.8,NA
29362,729236,400,NA,3,0.01,37.4,NA
29362,729237,440,NA,3.07,0.01,38.4,NA
29362,729238,500,NA,3.15,0,39.6,NA
29362,729239,518,NA,3.18,0,39.9,NA
29363,729240,0,NA,0.34,0.02,0.5,NA
29363,729241,1,NA,0.34,0.02,0.5,NA
29363,729242,10,NA,0.34,0.02,0.5,NA
29363,729243,20,NA,0.34,0.02,0.5,NA
29363,729244,21,NA,0.34,0.02,0.5,NA
29363,729245,30,NA,0.41,0.08,1.8,NA
29363,729246,31,NA,0.42,0.09,1.9,NA
29363,729247,40,NA,1.04,0.11,11.4,NA
29363,729248,50,NA,1.26,0.06,14.7,NA
29363,729249,60,NA,1.35,0.05,16.1,NA
29363,729250,70,NA,1.43,0.03,17.3,NA
29363,729251,75,NA,1.49,0.02,18.2,NA
29363,729252,85,NA,1.63,0.01,20.2,NA
29363,729253,99,NA,1.8,0.01,22.9,NA
29363,729254,100,NA,1.81,0.01,23.1,NA
29363,729255,125,NA,2.01,0,25.7,NA
29363,729256,138,NA,2.06,0.01,26.4,NA
29363,729257,150,NA,2.11,0.01,27,NA
29363,729258,169,NA,2.21,0.01,28,NA
29363,729259,199,NA,2.4,0.01,30.3,NA
29363,729260,200,NA,2.4,0.01,30.3,NA
29363,729261,229,NA,2.46,0.01,31.4,NA
29363,729262,250,NA,2.56,0.01,32.3,NA
29363,729263,268,NA,2.66,0.01,33.1,NA
29363,729264,300,NA,2.76,0,34.3,NA
29363,729265,319,NA,2.81,0,34.9,NA
29363,729266,381,NA,2.96,0,36.9,NA
29363,729267,400,NA,2.99,0,37.3,NA
29363,729268,441,NA,3.05,0,38.2,NA
29363,729269,500,NA,3.16,0,39.7,NA
29363,729270,512,NA,3.18,0,40,NA
29364,729271,0,0.96,0.33,0.01,0.3,NA
29364,729272,1,NA,NA,NA,NA,NA
29364,729273,2,0.96,0.33,0.01,0.3,NA
29364,729274,10,NA,0.34,0.02,0.4,NA
29364,729275,18,0.38,0.38,0.06,1.3,NA
29364,729276,20,0.34,0.44,0.1,2.1,NA
29364,729277,28,NA,0.74,0.22,6.4,NA
29364,729278,30,0.19,0.81,0.21,7.5,NA
29364,729279,39,0.12,1.09,0.13,12.2,NA
29364,729280,49,NA,1.34,0.06,15.8,NA
29364,729281,50,0.06,1.36,0.06,16.1,NA
29364,729282,61,0.04,1.57,0.02,19.2,NA
29364,729283,69,NA,1.64,0.01,20.4,NA
29364,729284,75,0.01,1.68,0.01,21,NA
29364,729285,79,0.01,1.71,0.01,21.3,NA
29364,729286,94,NA,1.78,0.01,22.4,NA
29364,729287,100,0,1.8,0.01,22.8,NA
29364,729288,108,0,1.82,0.01,23.3,NA
29364,729289,122,NA,1.9,0.01,24.5,NA
29364,729290,125,NA,1.92,0.01,24.8,NA
29364,729291,139,NA,2.02,0,26.1,NA
29364,729292,150,NA,2.09,0,27,NA
29364,729293,170,NA,2.22,0,28.5,NA
29364,729294,198,NA,2.37,0.01,30.2,NA
29364,729295,200,NA,2.38,0.01,30.3,NA
29364,729296,228,NA,2.56,0.02,32.2,NA
29364,729297,250,NA,2.62,0.02,32.8,NA
29364,729298,260,NA,2.65,0.02,33.1,NA
29365,729299,0,NA,0.37,0.08,1,NA
29365,729300,2,NA,0.37,0.08,1,NA
29365,729301,9,NA,0.38,0.09,1.2,NA
29365,729302,10,NA,0.38,0.09,1.2,NA
29365,729303,20,NA,0.39,0.11,1.4,NA
29365,729304,29,NA,0.73,0.22,5.4,NA
29365,729305,30,NA,0.76,0.22,5.8,NA
29365,729306,39,NA,0.96,0.19,9.1,NA
29365,729307,49,NA,1.07,0.09,11.4,NA
29365,729308,50,NA,1.08,0.08,11.7,NA
29365,729309,60,NA,1.24,0.03,14.4,NA
29365,729310,70,NA,1.37,0.02,16.2,NA
29365,729311,75,NA,1.43,0.02,17.1,NA
29365,729312,85,NA,1.54,0.01,18.8,NA
29365,729313,99,NA,1.69,0.01,21.1,NA
29365,729314,100,NA,1.7,0.01,21.2,NA
29365,729315,120,NA,1.82,0.01,22.8,NA
29365,729316,125,NA,1.85,0.01,23.2,NA
29365,729317,138,NA,1.93,0.01,24.2,NA
29365,729318,150,NA,1.99,0.01,25.1,NA
29365,729319,169,NA,2.08,0.01,26.4,NA
29365,729320,200,NA,2.17,0.01,27.5,NA
29365,729321,228,NA,2.29,0.01,29,NA
29365,729322,250,NA,2.39,0.01,30.1,NA
29365,729323,269,NA,2.47,0.01,31,NA
29365,729324,300,NA,2.6,0.01,32.4,NA
29365,729325,317,NA,2.67,0.01,33.1,NA
29365,729326,378,NA,2.87,0,35.8,NA
29365,729327,400,NA,2.94,0,36.7,NA
29365,729328,436,NA,3.05,0,38.1,NA
29365,729329,500,NA,3.18,0,39.6,NA
29365,729330,522,NA,3.22,0,40.1,NA
29366,729331,0,NA,0.29,0,0.1,NA
29366,729332,1,NA,0.29,0,0.1,NA
29366,729333,7,NA,0.28,0,0.1,NA
29366,729334,10,NA,0.29,0.01,0.2,NA
29366,729335,12,NA,0.3,0.02,0.2,NA
29366,729336,20,NA,0.5,0.16,2.7,NA
29366,729337,22,NA,0.58,0.19,3.7,NA
29366,729338,30,NA,0.96,0.12,9.6,NA
29366,729339,32,NA,1.05,0.1,11,NA
29366,729340,41,NA,1.22,0.11,13.3,NA
29366,729341,50,NA,1.32,0.08,15,NA
29366,729342,57,NA,1.4,0.05,16.4,NA
29367,729343,0,NA,0.38,0.2,1.4,NA
29367,729344,1,NA,0.38,0.2,1.4,NA
29367,729345,6,NA,0.37,0.2,1.4,NA
29367,729346,10,NA,0.38,0.22,1.6,NA
29367,729347,11,NA,0.38,0.22,1.6,NA
29367,729348,20,NA,0.68,0.46,5,NA
29367,729349,21,NA,0.73,0.48,5.5,NA
29367,729350,30,NA,1.05,0.42,10.1,NA
29367,729351,41,NA,1.19,0.38,12,NA
29367,729352,50,NA,1.31,0.4,13.2,NA
29367,729353,52,NA,1.34,0.41,13.5,NA
29368,729354,0,NA,0.3,0,0.1,NA
29368,729355,2,NA,0.3,0,0.1,NA
29368,729356,10,NA,0.3,0,0.1,NA
29368,729357,20,NA,0.34,0.03,0.6,NA
29368,729358,21,NA,0.34,0.04,0.7,NA
29368,729359,30,NA,0.5,0.13,2.6,NA
29368,729360,41,NA,0.89,0.11,8.3,NA
29368,729361,50,NA,1.1,0.03,11.8,NA
29368,729362,51,NA,1.12,0.02,12.2,NA
29368,729363,61,NA,1.4,0,16.9,NA
29368,729364,69,NA,1.46,0,17.5,NA
29368,729365,75,NA,1.52,0,18.3,NA
29368,729366,85,NA,1.62,0,19.8,NA
29368,729367,99,NA,1.71,0,21.4,NA
29368,729368,100,NA,1.72,0,21.5,NA
29368,729369,119,NA,1.83,0.01,23.4,NA
29368,729370,125,NA,1.89,0.02,24.1,NA
29368,729371,138,NA,2.02,0.04,25.4,NA
29368,729372,150,NA,2.05,0.03,26,NA
29368,729373,169,NA,2.09,0,26.7,NA
29368,729374,198,NA,2.35,0,29.4,NA
29368,729375,200,NA,2.36,0,29.5,NA
29368,729376,228,NA,2.46,0,30.7,NA
29368,729377,250,NA,2.52,0,31.5,NA
29368,729378,268,NA,2.56,0.01,32,NA
29368,729379,300,NA,2.63,0.02,32.9,NA
29368,729380,318,NA,2.68,0.02,33.4,NA
29368,729381,377,NA,2.87,0.01,35.7,NA
29368,729382,400,NA,2.92,0.01,36.2,NA
29368,729383,438,NA,2.99,0.01,36.9,NA
29368,729384,500,NA,3.12,0.01,38.5,NA
29368,729385,522,NA,3.16,0.01,39,NA
29369,729386,0,NA,0.43,0.08,2,NA
29369,729387,1,NA,0.43,0.08,2,NA
29369,729388,10,NA,0.43,0.08,2,NA
29369,729389,20,NA,0.43,0.09,2.1,NA
29369,729390,30,NA,0.46,0.11,2.5,NA
29369,729391,40,NA,0.69,0.16,5.9,NA
29369,729392,50,NA,1.11,0.06,12.4,NA
29369,729393,61,NA,1.22,0.05,14.1,NA
29369,729394,70,NA,1.39,0.04,16.8,NA
29369,729395,75,NA,1.47,0.03,18.1,NA
29369,729396,85,NA,1.61,0.02,20.2,NA
29369,729397,100,NA,1.79,0.02,22.7,NA
29369,729398,120,NA,1.94,0.01,24.7,NA
29369,729399,125,NA,1.96,0.01,25.1,NA
29369,729400,139,NA,2.01,0.01,26,NA
29369,729401,150,NA,2.05,0.01,26.7,NA
29369,729402,179,NA,2.19,0.01,28.5,NA
29369,729403,199,NA,2.33,0.01,30,NA
29369,729404,200,NA,2.33,0.01,30.1,NA
29369,729405,229,NA,2.43,0,31.4,NA
29369,729406,250,NA,2.52,0,32.3,NA
29369,729407,268,NA,2.59,0.01,33.1,NA
29369,729408,300,NA,2.71,0.01,34.2,NA
29369,729409,317,NA,2.76,0.01,34.7,NA
29369,729410,376,NA,2.9,0.01,36.1,NA
29369,729411,400,NA,2.97,0.01,37,NA
29369,729412,438,NA,3.08,0,38.4,NA
29369,729413,500,NA,3.16,0.01,39.2,NA
29369,729414,520,NA,3.18,0.01,39.4,NA
29370,729415,0,0.96,0.41,0.07,1.4,NA
29370,729416,1,NA,NA,NA,NA,NA
29370,729417,1,0.96,0.41,0.07,1.4,NA
29370,729418,10,0.51,0.4,0.07,1.4,NA
29370,729419,12,0.38,0.4,0.07,1.4,NA
29370,729420,19,NA,0.41,0.07,1.5,NA
29370,729421,20,0.18,0.43,0.08,1.8,NA
29370,729422,25,0.12,0.56,0.14,3.9,NA
29370,729423,30,0.08,0.67,0.18,5.6,NA
29370,729424,32,NA,0.71,0.2,6.2,NA
29370,729425,39,0.04,0.86,0.26,8.4,NA
29370,729426,50,0.01,1.28,0.21,15.2,NA
29370,729427,52,0.01,1.37,0.2,16.6,NA
29370,729428,62,NA,1.71,0.03,22,NA
29370,729429,70,0,1.77,0.03,22.9,NA
29370,729430,75,NA,1.83,0.03,23.7,NA
29370,729431,84,NA,1.93,0.02,25.1,NA
29370,729432,99,NA,2,0.01,26.2,NA
29370,729433,100,NA,2.01,0.01,26.3,NA
29370,729434,118,NA,2.1,0.02,27.5,NA
29370,729435,125,NA,2.12,0.02,27.9,NA
29370,729436,139,NA,2.17,0.01,28.6,NA
29370,729437,150,NA,2.22,0.01,29.1,NA
29370,729438,169,NA,2.31,0.02,30,NA
29370,729439,198,NA,2.5,0.01,32.2,NA
29370,729440,200,NA,2.51,0.01,32.3,NA
29370,729441,228,NA,2.6,0.02,33.1,NA
29370,729442,250,NA,2.65,0.01,33.7,NA
29370,729443,268,NA,2.69,0.01,34.1,NA
29370,729444,300,NA,2.77,0.03,34.9,NA
29370,729445,321,NA,2.82,0.04,35.5,NA
29370,729446,379,NA,2.97,0.01,37.2,NA
29370,729447,400,NA,3.01,0.01,37.6,NA
29370,729448,438,NA,3.08,0.01,38.3,NA
29370,729449,500,NA,3.17,0,39.6,NA
29370,729450,510,NA,3.19,0,39.8,NA
29371,729451,0,NA,0.7,0.18,6,NA
29371,729452,1,NA,0.7,0.18,6,NA
29371,729453,5,NA,0.7,0.18,6,NA
29371,729454,10,NA,0.7,0.18,6,NA
29371,729455,11,NA,0.7,0.18,6,NA
29371,729456,20,NA,0.73,0.18,6.5,NA
29371,729457,30,NA,0.76,0.18,7,NA
29371,729458,40,NA,0.88,0.17,8.9,NA
29371,729459,50,NA,1.32,0.13,16,NA
29371,729460,60,NA,1.56,0.1,19.6,NA
29371,729461,72,NA,1.8,0.14,22.9,NA
29372,729462,0,NA,0.36,0.04,0.4,NA
29372,729463,2,NA,0.36,0.04,0.4,NA
29372,729464,10,NA,0.51,0.16,2.7,NA
29372,729465,20,NA,0.63,0.2,4.7,NA
29372,729466,29,NA,0.74,0.19,6.4,NA
29372,729467,30,NA,0.75,0.2,6.5,NA
29372,729468,38,NA,0.8,0.27,7.4,NA
29372,729469,48,NA,0.82,0.3,7.8,NA
29372,729470,50,NA,0.86,0.28,8.5,NA
29372,729471,59,NA,1.07,0.17,12,NA
29372,729472,69,NA,1.25,0.08,14.7,NA
29372,729473,75,NA,1.39,0.06,17,NA
29372,729474,84,NA,1.61,0.04,20.5,NA
29372,729475,99,NA,1.92,0.02,24.8,NA
29372,729476,100,NA,1.92,0.02,24.8,NA
29372,729477,119,NA,1.98,0.02,25.8,NA
29372,729478,125,NA,1.97,0.02,25.8,NA
29372,729479,137,NA,1.94,0.01,25.9,NA
29372,729480,150,NA,1.96,0.01,26.5,NA
29372,729481,168,NA,2.04,0.01,27.8,NA
29372,729482,198,NA,2.27,0.01,30.5,NA
29372,729483,200,NA,2.28,0.01,30.6,NA
29372,729484,227,NA,2.43,0.01,32.3,NA
29372,729485,250,NA,2.51,0,33.4,NA
29372,729486,267,NA,2.57,0.01,34.2,NA
29372,729487,269,NA,2.57,0,34.2,NA
29372,729488,300,NA,2.7,0,35.6,NA
29372,729489,318,NA,2.77,0,36.4,NA
29372,729490,378,NA,2.95,0,38.5,NA
29372,729491,400,NA,3.02,0,39.2,NA
29372,729492,437,NA,3.12,0,40.2,NA
29372,729493,500,NA,3.2,0,41,NA
29372,729494,519,NA,3.22,0,41.3,NA
29373,729495,0,NA,0.39,0.05,0.8,NA
29373,729496,1,NA,0.39,0.05,0.8,NA
29373,729497,10,NA,0.4,0.05,0.9,NA
29373,729498,19,NA,0.5,0.13,2.5,NA
29373,729499,20,NA,0.52,0.14,2.8,NA
29373,729500,29,NA,0.66,0.21,5.2,NA
29373,729501,30,NA,0.67,0.22,5.4,NA
29373,729502,40,NA,0.74,0.27,6.7,NA
29373,729503,50,NA,0.79,0.31,7.5,NA
29373,729504,59,NA,0.82,0.33,7.8,NA
29373,729505,70,NA,0.93,0.13,9.6,NA
29373,729506,75,NA,1.02,0.08,11.1,NA
29373,729507,85,NA,1.23,0.02,14.5,NA
29373,729508,100,NA,1.47,0.01,18.5,NA
29373,729509,101,NA,1.49,0.01,18.7,NA
29373,729510,121,NA,1.83,0.01,23.9,NA
29373,729511,125,NA,1.87,0.01,24.6,NA
29373,729512,138,NA,1.96,0.01,26.1,NA
29373,729513,150,NA,1.98,0.01,26.7,NA
29373,729514,167,NA,2,0.01,27,NA
29373,729515,197,NA,2.06,0.01,28.1,NA
29373,729516,200,NA,2.07,0.01,28.3,NA
29373,729517,227,NA,2.21,0.01,30,NA
29373,729518,250,NA,2.39,0.01,31.9,NA
29373,729519,267,NA,2.52,0.01,33.3,NA
29373,729520,300,NA,2.68,0.01,35.6,NA
29373,729521,318,NA,2.75,0.01,36.6,NA
29373,729522,378,NA,2.95,0.01,38.5,NA
29373,729523,400,NA,3.01,0.01,39.1,NA
29373,729524,436,NA,3.08,0.01,40,NA
29373,729525,500,NA,3.14,0.01,40.7,NA
29373,729526,521,NA,3.16,0.01,40.9,NA
29374,729527,0,NA,0.32,0,0.1,NA
29374,729528,2,NA,0.32,0,0.1,NA
29374,729529,10,NA,0.32,0,0,NA
29374,729530,15,NA,0.32,0,0,NA
29374,729531,20,NA,0.32,0,0,NA
29374,729532,30,NA,0.32,0,0,NA
29374,729533,45,NA,0.33,0,0,NA
29374,729534,50,NA,0.33,0.01,0.1,NA
29374,729535,55,NA,0.33,0.01,0.1,NA
29374,729536,65,NA,0.34,0.01,0.1,NA
29374,729537,75,NA,0.39,0.05,0.8,NA
29374,729538,76,NA,0.4,0.06,0.9,NA
29374,729539,85,NA,0.66,0.08,4.9,NA
29374,729540,94,NA,0.78,0.03,7,NA
29374,729541,100,NA,0.97,0.02,10.2,NA
29374,729542,110,NA,1.3,0.01,15.6,NA
29374,729543,124,NA,1.5,0.01,18.9,NA
29374,729544,125,NA,1.51,0.01,19.1,NA
29374,729545,144,NA,1.72,0.01,22.3,NA
29374,729546,150,NA,1.78,0.01,23.2,NA
29374,729547,168,NA,1.94,0.01,25.5,NA
29374,729548,199,NA,2.11,0.01,27.8,NA
29374,729549,200,NA,2.11,0.01,27.9,NA
29374,729550,228,NA,2.22,0.01,29.8,NA
29374,729551,250,NA,2.32,0.01,31.1,NA
29374,729552,270,NA,2.42,0.01,32.1,NA
29374,729553,300,NA,2.55,0.01,33.7,NA
29374,729554,322,NA,2.64,0.01,34.9,NA
29374,729555,377,NA,2.89,0.01,37.5,NA
29374,729556,400,NA,2.97,0.01,38.3,NA
29374,729557,435,NA,3.06,0.01,39.4,NA
29374,729558,500,NA,3.18,0.01,41,NA
29374,729559,516,NA,3.21,0.01,41.4,NA
29375,729560,0,0.96,0.33,0,0.1,NA
29375,729561,2,NA,NA,NA,NA,NA
29375,729562,2,0.96,0.33,0,0.1,NA
29375,729563,10,0.38,0.31,0,0.1,NA
29375,729564,20,0.13,0.32,0,0.1,NA
29375,729565,22,0.12,0.32,0,0.1,NA
29375,729566,30,0.05,0.32,0,0.1,NA
29375,729567,34,0.04,0.32,0,0.1,NA
29375,729568,44,0.01,0.32,0,0.1,NA
29375,729569,50,0.01,0.32,0,0.1,NA
29375,729570,52,NA,0.32,0,0.1,NA
29375,729571,60,0,0.44,0.1,1.6,NA
29375,729572,69,NA,0.69,0.07,5.5,NA
29375,729573,75,NA,0.82,0.03,7.6,NA
29375,729574,86,NA,0.98,0.02,10.4,NA
29375,729575,94,NA,1.12,0.02,12.6,NA
29375,729576,100,NA,1.2,0.02,13.9,NA
29375,729577,108,NA,1.31,0.02,15.7,NA
29375,729578,124,NA,1.57,0.02,20,NA
29375,729579,125,NA,1.58,0.02,20.2,NA
29375,729580,144,NA,1.79,0.02,23.5,NA
29375,729581,150,NA,1.83,0.02,24.1,NA
29375,729582,169,NA,1.91,0.02,25.3,NA
29375,729583,198,NA,1.88,0.02,25.4,NA
29375,729584,200,NA,1.89,0.02,25.5,NA
29375,729585,229,NA,2.06,0.02,27.9,NA
29375,729586,250,NA,2.14,0.01,28.9,NA
29375,729587,268,NA,2.2,0.01,29.6,NA
29375,729588,300,NA,2.37,0.01,31.9,NA
29375,729589,317,NA,2.46,0.01,33.2,NA
29375,729590,379,NA,2.73,0.01,36.6,NA
29375,729591,400,NA,2.81,0.01,37.7,NA
29375,729592,437,NA,2.95,0.01,39.4,NA
29375,729593,500,NA,3.11,0.01,41.1,NA
29375,729594,522,NA,3.17,0.01,41.7,NA
29376,729595,0,NA,0.29,0,0.1,NA
29376,729596,2,NA,0.29,0,0.1,NA
29376,729597,10,NA,0.29,0,0.1,NA
29376,729598,13,NA,0.29,0,0.1,NA
29376,729599,20,NA,0.29,0,0.1,NA
29376,729600,28,NA,0.29,0,0.1,NA
29376,729601,30,NA,0.29,0,0.1,NA
